Player;Club;Age;Position;Nation;Value;League;MP;Min;Gls;Ast;Yellow Cards;Red Cards;Total Shots;Total Shots on Target;Goal Creating Actions;Touches;Total Successful Dribbles;Total Tackles Won
Semi Ajayi;West Bromwich Albion;27;Defender;Nigeria;5400000;Premier League;33;2780;2;0;3;1;13;4;3;1280;12;42
Gianluca Caprari;Hellas Verona;28;attack;Italy;5400000;Serie A;30;1865;5;6;4;1;47;15;9;1008;46;16
Ghislain Konan;Stade Reims;25;Defender;Cote d'Ivoire;5400000;Ligue 1;31;2613;2;1;5;0;8;4;4;1784;48;40
Thierry Correia;Valencia CF;22;Defender;Portugal;5400000;La Liga;29;2137;1;1;6;1;8;2;2;1493;25;34
Eliot Matazo;AS Monaco;19;midfield;Belgium;5400000;Ligue 1;10;314;1;1;0;1;3;2;3;125;3;8
Charles Aranguiz;Bayer 04 Leverkusen;32;midfield;Chile;5400000;Bundesliga;21;1669;0;0;4;0;4;2;1;1339;10;29
Josip Ilicic;Atalanta BC;33;attack;Slovenia;5400000;Serie A;28;1526;6;9;2;0;57;18;20;1303;56;4
Armand Lauriente;FC Lorient;22;attack;France;5400000;Ligue 1;29;1622;3;5;4;0;59;21;11;860;54;17
Omar Colley;UC Sampdoria;28;Defender;The Gambia;5400000;Serie A;29;2591;2;0;6;0;12;3;0;1651;1;24
Ben Mee;Burnley FC;31;Defender;England;5400000;Premier League;30;2693;2;0;3;0;22;6;1;1441;3;24
Lukas Hradecky;Bayer 04 Leverkusen;31;Goalkeeper;Finland;5400000;Bundesliga;29;2565;0;0;1;0;0;0;0;1454;0;0
Mounir Chouiar;Dijon FCO;22;attack;France;5400000;Ligue 1;23;1288;0;2;5;0;23;5;2;757;48;15
Sergio Herrera;CA Osasuna;28;Goalkeeper;Spain;5400000;La Liga;33;2958;0;0;2;0;0;0;0;1262;1;0
Lucas Olaza;Real Valladolid CF;27;Defender;Uruguay;5400000;La Liga;32;2875;1;3;8;0;22;5;8;1983;15;30
Bartosz Bereszynski;UC Sampdoria;29;Defender;Poland;5400000;Serie A;31;2607;1;0;2;0;3;1;0;1786;17;46
Jordan Lotomba;OGC Nice;22;Defender;Switzerland;5400000;Ligue 1;30;2123;1;0;7;1;7;2;5;1682;28;19
Neto;FC Barcelona;32;Goalkeeper;Brazil;5400000;La Liga;7;630;0;0;0;0;0;0;0;262;0;0
Dylan Bronn;FC Metz;26;Defender;Tunisia;5400000;Ligue 1;38;3412;2;0;4;0;13;3;2;2108;16;46
Dominik Kohr;1.FSV Mainz 05;27;midfield;Germany;5400000;Bundesliga;24;1528;1;1;4;0;21;3;2;945;6;40
Ionut Radu;Inter Milan;24;Goalkeeper;Romania;5400000;Serie A;;;;;;;;;;;;
Boubakar Kouyate;FC Metz;24;Defender;Mali;5400000;Ligue 1;25;1964;1;0;10;0;12;4;1;1195;4;36
Steven Alzate;"Brighton &amp; Hove Albion";22;midfield;Colombia;5400000;Premier League;15;896;1;0;2;0;7;2;1;536;8;15
Callum Robinson;West Bromwich Albion;26;attack;Ireland;5400000;Premier League;28;1560;5;0;0;0;31;11;4;629;23;7
Santiago Arias;Granada CF;29;Defender;Colombia;5400000;La Liga;1;90;0;0;0;0;0;0;0;64;0;4
Tyler Roberts;Leeds United;22;attack;Wales;5400000;Premier League;27;1340;1;2;3;0;26;12;3;639;17;8
Willem Geubbels;FC Nantes;20;attack;France;5400000;Ligue 1;14;294;1;0;3;1;6;2;0;180;0;6
Josh Onomah;Fulham FC;24;midfield;England;5400000;Premier League;11;374;0;0;1;0;6;1;0;212;1;5
Pedro Mendes;Montpellier HSC;30;Defender;Portugal;5400000;Ligue 1;22;1626;2;0;5;0;8;3;0;965;3;24
Mamadou Sakho;Montpellier HSC;31;Defender;France;5400000;Ligue 1;4;276;0;0;0;0;1;0;0;108;0;2
Shon Weissman;Real Valladolid CF;25;attack;Israel;5400000;La Liga;32;2133;6;1;3;0;38;16;3;529;9;9
Alexander Nubel;AS Monaco;24;Goalkeeper;Germany;5400000;Ligue 1;1;90;0;0;0;0;0;0;0;39;0;0
Nico Schulz;Borussia Dortmund;28;Defender;Germany;5400000;Bundesliga;13;610;0;0;1;0;2;0;4;541;0;9
Wylan Cyprien;FC Nantes;26;midfield;France;5400000;Ligue 1;13;410;0;0;2;0;6;1;1;342;1;6
Angel Gomes;LOSC Lille;21;midfield;England;5400000;Ligue 1;;;;;;;;;;;;
Edinson Cavani;Manchester United;34;attack;Uruguay;5400000;Premier League;26;1375;10;3;4;0;35;15;4;478;6;11
Yann Karamoh;Parma Calcio 1913;23;attack;Cote d'Ivoire;5400000;Serie A;24;1294;2;1;3;0;22;9;4;542;37;20
Roberto Inglese;Parma Calcio 1913;29;attack;Italy;5400000;Serie A;14;576;0;2;2;0;8;5;2;207;6;4
Yann Sommer;Borussia Mönchengladbach;32;Goalkeeper;Switzerland;5400000;Bundesliga;31;2712;0;0;1;1;0;0;0;1293;0;0
Thomas Foket;Stade Reims;26;Defender;Belgium;5400000;Ligue 1;37;3324;0;3;4;0;7;3;4;2282;21;46
Amine Adli;Bayer 04 Leverkusen;21;attack;France;5400000;Bundesliga;;;;;;;;;;;;
Stefan Ortega;Arminia Bielefeld;28;Goalkeeper;Germany;5400000;Bundesliga;34;3060;0;1;1;0;0;0;3;2046;0;1
Domagoj Bradaric;LOSC Lille;21;Defender;Croatia;5400000;Ligue 1;26;1263;1;2;4;0;4;3;5;1048;9;17
Adrien Tameze;Hellas Verona;27;midfield;Cameroon;5400000;Serie A;33;2304;1;0;6;0;17;3;3;1307;36;41
Jonjoe Kenny;Everton FC;24;Defender;England;5220000;Premier League;4;79;0;0;0;0;0;0;0;70;0;0
Ibrahima Sissoko;RC Strasbourg Alsace;23;midfield;Mali;4950000;Ligue 1;36;2581;0;0;6;0;24;3;3;1471;25;49
Noah Katterbach;1. FC Köln;20;Defender;Germany;4950000;Bundesliga;21;1111;0;0;1;0;9;2;3;792;22;15
Jiri Pavlenka;SV Werder Bremen;29;Goalkeeper;Czech Republic;4950000;Bundesliga;34;3060;0;0;2;0;0;0;0;1250;1;0
Habib Maiga;FC Metz;25;midfield;Cote d'Ivoire;4950000;Ligue 1;31;2693;1;3;9;0;25;6;11;1773;30;56
Ernesto Torregrossa;UC Sampdoria;29;attack;Italy;4950000;Serie A;6;170;1;0;0;0;4;2;0;73;2;1
Marcelo Saracchi;RB Leipzig;23;Defender;Uruguay;4950000;Bundesliga;;;;;;;;;;;;
Jean-Ricner Bellegarde;RC Strasbourg Alsace;23;midfield;France;4950000;Ligue 1;36;2086;1;1;3;0;26;5;8;1129;50;43
Almamy Toure;Eintracht Frankfurt;25;Defender;France;4950000;Bundesliga;17;704;1;1;2;0;13;4;3;444;13;13
Farid Boulaya;FC Metz;28;midfield;Algeria;4950000;Ligue 1;33;2815;6;8;5;0;77;26;13;1917;60;18
Mohamed Fares;Genoa CFC;25;midfield;Algeria;4950000;Serie A;21;1139;0;1;5;0;14;4;3;688;7;9
Jacob Bruun Larsen;TSG 1899 Hoffenheim;22;attack;Denmark;4950000;Bundesliga;2;89;0;0;0;0;0;0;0;31;1;0
Josh Maja;FC Girondins Bordeaux;22;attack;Nigeria;4500000;Ligue 1;32;1614;5;0;2;0;39;16;0;544;20;8
Taiwo Awoniyi;1.FC Union Berlin;24;attack;Nigeria;4500000;Bundesliga;21;1359;5;2;0;0;29;13;6;516;19;6
Hicham Boudaoui;OGC Nice;21;midfield;Algeria;4500000;Ligue 1;25;1736;3;2;9;0;16;9;4;1082;26;40
Koray Gunter;Hellas Verona;27;Defender;Germany;4500000;Serie A;27;1768;0;2;4;0;6;2;2;1344;6;17
Jonas Hector;1. FC Köln;31;Defender;Germany;4500000;Bundesliga;19;1290;3;1;2;0;27;8;4;758;6;15
Max Kruse;1.FC Union Berlin;33;attack;Germany;4500000;Bundesliga;22;1629;11;5;0;0;23;12;10;888;15;4
Rani Khedira;1.FC Union Berlin;27;midfield;Germany;4500000;Bundesliga;27;1818;1;0;5;0;10;4;0;853;2;20
Igor;ACF Fiorentina;23;Defender;Brazil;4500000;Serie A;21;1168;0;0;5;0;1;1;0;916;5;11
Matija Nastasic;ACF Fiorentina;28;Defender;Serbia;4500000;Serie A;15;1221;0;0;2;0;7;2;0;819;1;6
Andrea Carboni;Cagliari;20;Defender;Italy;4500000;Serie A;15;1085;0;1;2;0;5;0;1;728;5;10
Mateo Klimowicz;VfB Stuttgart;21;midfield;Germany;4500000;Bundesliga;25;1198;1;1;1;0;33;10;8;506;24;14
Tanguy Coulibaly;VfB Stuttgart;20;attack;France;4500000;Bundesliga;31;1506;2;1;2;0;27;9;3;711;57;20
Ronaldo Vieira;UC Sampdoria;23;midfield;England;4500000;Serie A;4;226;0;0;1;0;2;0;0;143;2;1
Marco Benassi;ACF Fiorentina;26;midfield;Italy;4500000;Serie A;;;;;;;;;;;;
Manolo Gabbiadini;UC Sampdoria;29;attack;Italy;4500000;Serie A;16;870;3;2;1;0;28;13;7;311;5;3
Francesco Caputo;UC Sampdoria;34;attack;Italy;4500000;Serie A;25;1697;11;5;1;0;40;17;8;567;5;1
Arber Zeneli;Stade Reims;26;attack;Kosovo;4500000;Ligue 1;28;1289;3;3;1;0;21;9;5;616;42;10
Edimilson Fernandes;Arminia Bielefeld;25;midfield;Switzerland;4500000;Bundesliga;14;841;0;1;1;0;13;4;1;465;4;5
Enzo Le Fee;FC Lorient;21;midfield;France;4500000;Ligue 1;36;1816;0;5;6;0;32;5;7;1172;35;36
Janik Haberer;SC Freiburg;27;midfield;Germany;4500000;Bundesliga;14;486;0;0;0;0;10;3;0;273;7;7
Iago;FC Augsburg;24;Defender;Brazil;4500000;Bundesliga;18;1560;1;1;2;0;9;2;3;1028;9;20
Giangiacomo Magnani;Hellas Verona;25;Defender;Italy;4500000;Serie A;25;1510;0;0;8;0;13;2;0;837;3;12
Anthony Caci;RC Strasbourg Alsace;24;Defender;France;4500000;Ligue 1;33;2797;0;2;0;0;8;0;2;2200;28;60
Dominique Heintz;SC Freiburg;28;Defender;Germany;4500000;Bundesliga;21;1369;0;0;3;0;4;1;0;1114;8;16
Carlos Gruezo;FC Augsburg;26;midfield;Ecuador;4500000;Bundesliga;28;2084;0;0;4;0;16;0;0;1034;10;47
Harold Moukoudi;AS Saint-Étienne;23;Defender;Cameroon;4500000;Ligue 1;26;2276;3;1;6;0;13;4;3;1391;10;38
Cesc Fabregas;AS Monaco;34;midfield;Spain;4500000;Ligue 1;21;877;2;3;2;0;8;2;5;898;6;14
Jean-Paul Boetius;1.FSV Mainz 05;27;midfield;Netherlands;4500000;Bundesliga;31;2065;2;4;5;0;29;9;7;1088;27;31
Kevin Strootman;Cagliari;31;midfield;Netherlands;4500000;Serie A;29;1547;0;4;9;0;6;2;5;1218;10;33
Oliver Baumann;TSG 1899 Hoffenheim;31;Goalkeeper;Germany;4500000;Bundesliga;31;2790;0;0;1;0;0;0;0;1423;0;0
Stevan Jovetic;Hertha BSC;31;attack;Montenegro;4500000;Bundesliga;29;802;6;0;1;0;44;20;8;523;16;9
Marco Richter;Hertha BSC;23;attack;Germany;4500000;Bundesliga;29;1416;3;1;4;1;55;20;6;749;45;9
Ignacio Pussetto;Udinese Calcio;25;attack;Argentina;4500000;Serie A;11;754;3;1;2;0;17;7;3;320;13;15
Alexander Schwolow;Hertha BSC;29;Goalkeeper;Germany;4500000;Bundesliga;26;2340;0;0;0;0;0;0;0;980;1;0
Lars Stindl;Borussia Mönchengladbach;33;attack;Germany;4500000;Bundesliga;30;1961;14;8;6;0;49;22;12;1306;6;23
Pedro Obiang;US Sassuolo;29;midfield;Equatorial Guinea;4500000;Serie A;33;1469;0;1;4;1;15;5;2;1077;12;27
Luca Netz;Borussia Mönchengladbach;18;Defender;Germany;4500000;Bundesliga;11;309;1;0;0;0;3;1;1;213;5;7
Arnaud Nordin;AS Saint-Étienne;23;attack;France;4500000;Ligue 1;32;1771;4;4;1;0;44;13;10;759;32;9
Kevin Danso;RC Lens;22;Defender;Austria;4500000;Ligue 1;;;;;;;;;;;;
Tiago Djalo;LOSC Lille;21;Defender;Portugal;4500000;Ligue 1;17;873;0;0;4;1;2;0;0;796;8;17
Sofiane Boufal;SCO Angers;27;midfield;Morocco;4500000;Ligue 1;14;732;1;0;3;0;14;5;2;433;40;13
Zaydou Youssouf;AS Saint-Étienne;22;midfield;France;4500000;Ligue 1;29;1229;1;1;2;0;15;4;3;678;24;18
Samir Santos;Udinese Calcio;26;Defender;Brazil;4500000;Serie A;30;2216;1;0;6;0;11;3;0;1571;6;34
Bram Nuytinck;Udinese Calcio;31;Defender;Netherlands;4500000;Serie A;20;1641;1;0;1;0;4;2;0;1027;3;14
Rodrigo Becao;Udinese Calcio;25;Defender;Brazil;4500000;Serie A;35;2780;1;0;5;0;11;2;0;1704;8;37
Mahdi Camara;AS Saint-Étienne;23;midfield;France;4500000;Ligue 1;37;3290;3;2;4;0;22;10;4;2087;33;71
Walace;Udinese Calcio;26;midfield;Brazil;4500000;Serie A;30;2055;0;0;4;0;17;4;1;1416;26;45
Dimitri Payet;Olympique Marseille;34;midfield;France;4500000;Ligue 1;33;2417;7;10;4;2;43;17;16;1704;39;20
Jeremy Toljan;US Sassuolo;27;Defender;Germany;4500000;Serie A;26;1490;0;2;2;0;6;1;2;1040;6;16
Kevin Akpoguma;TSG 1899 Hoffenheim;26;Defender;Nigeria;4500000;Bundesliga;16;1184;1;0;1;0;2;2;1;869;7;12
Daniele Baselli;Torino FC;29;midfield;Italy;4500000;Serie A;15;396;0;0;2;0;4;2;1;272;5;10
Robin Zentner;1.FSV Mainz 05;26;Goalkeeper;Germany;4500000;Bundesliga;31;2790;0;0;2;0;2;0;0;1156;1;0
Bartosz Bialek;VfL Wolfsburg;19;attack;Poland;4500000;Bundesliga;19;270;2;0;1;0;9;5;2;128;1;6
Gennaro Tutino;Parma Calcio 1913;25;attack;Italy;4500000;Serie A;;;;;;;;;;;;
Melvin Bard;OGC Nice;20;Defender;France;4500000;Ligue 1;14;432;0;0;0;1;2;1;1;449;9;11
Darko Lazovic;Hellas Verona;30;midfield;Serbia;4500000;Serie A;32;2503;3;6;3;0;32;11;9;1614;18;20
Mergim Vojvoda;Torino FC;26;Defender;Kosovo;4500000;Serie A;24;1359;2;2;4;0;6;3;4;917;12;13
Josuha Guilavogui;VfL Wolfsburg;30;midfield;France;4500000;Bundesliga;20;747;0;1;3;0;5;0;0;526;4;14
Sasa Lukic;Torino FC;25;midfield;Serbia;4500000;Serie A;32;2106;3;0;4;0;19;7;3;1040;23;28
Nicolo Rovella;Genoa CFC;19;midfield;Italy;4500000;Serie A;20;1187;0;2;4;0;11;2;2;966;9;16
Yvan Neyou;AS Saint-Étienne;24;midfield;Cameroon;4500000;Ligue 1;31;2438;1;2;9;0;31;7;3;1564;60;49
Goncalo Paciencia;Eintracht Frankfurt;27;attack;Portugal;4500000;Bundesliga;15;749;1;1;2;0;22;8;4;300;11;7
Lucien Agoume;Stade Brestois 29;19;midfield;France;4500000;Ligue 1;12;800;0;0;2;0;2;0;2;569;4;11
Christopher Lenz;Eintracht Frankfurt;26;Defender;Germany;4500000;Bundesliga;27;2248;0;3;3;0;16;6;5;1601;13;40
Flavien Tait;Stade Rennais FC;28;midfield;France;4500000;Ligue 1;23;1368;1;3;6;0;24;8;4;1028;28;30
Aaron Hickey;Bologna FC 1909;19;Defender;Scotland;4500000;Serie A;11;758;0;0;3;1;3;1;1;505;8;6
Gregoire Defrel;US Sassuolo;30;attack;Martinique;4500000;Serie A;28;1336;3;3;1;0;22;9;5;568;13;12
Adrian Grbic;FC Lorient;25;attack;Austria;4500000;Ligue 1;33;961;4;0;2;0;31;11;2;329;6;7
Hugo Duro;Valencia CF;21;attack;Spain;4500000;La Liga;;;;;;;;;;;;
Danilo D'Ambrosio;Inter Milan;32;Defender;Italy;4500000;Serie A;19;699;3;0;2;0;8;6;0;555;1;11
Jesus Vallejo;Real Madrid;24;Defender;Spain;4500000;La Liga;21;1348;0;0;2;1;1;0;1;634;4;8
Sime Vrsaljko;Atlético de Madrid;29;Defender;Croatia;4500000;La Liga;9;519;0;0;2;0;0;0;0;376;2;13
Ibrahim Amadou;Sevilla FC;28;midfield;France;4500000;La Liga;24;1504;0;0;6;0;15;5;3;857;7;30
Marek Rodak;Fulham FC;24;Goalkeeper;Slovakia;4500000;Premier League;2;180;0;0;0;0;0;0;0;51;0;0
Jasper Cillessen;Valencia CF;32;Goalkeeper;Netherlands;4500000;La Liga;10;900;0;0;0;0;0;0;0;349;0;0
Daniele Rugani;Juventus FC;27;Defender;Italy;4500000;Serie A;16;1001;1;1;2;0;3;1;1;615;3;13
Kortney Hause;Aston Villa;26;Defender;England;4500000;Premier League;7;630;1;0;2;0;5;1;0;307;0;4
Joseba Zaldua;Real Sociedad;29;Defender;Spain;4500000;La Liga;12;639;0;0;3;0;2;1;0;467;1;8
David Silva;Real Sociedad;35;midfield;Spain;4500000;La Liga;21;1399;2;5;4;0;20;3;12;1016;26;14
Mario Gaspar;Villarreal CF;30;Defender;Spain;4500000;La Liga;24;1851;0;2;3;1;15;4;4;1347;10;19
Francis Coquelin;Villarreal CF;30;midfield;France;4500000;La Liga;22;736;0;0;4;0;4;0;0;610;10;9
Jon Morcillo;Athletic Bilbao;22;attack;Spain;4500000;La Liga;30;1363;2;2;3;0;24;8;4;674;12;7
Jurgen Locadia;"Brighton &amp; Hove Albion";27;attack;Netherlands;4500000;Premier League;;;;;;;;;;;;
Darnell Furlong;West Bromwich Albion;25;Defender;England;4500000;Premier League;35;2932;1;3;5;0;26;5;3;1558;12;17
Joe Bryan;Fulham FC;27;Defender;England;4500000;Premier League;16;669;1;0;2;0;8;2;1;506;9;12
Kenny Tete;Fulham FC;25;Defender;Netherlands;4500000;Premier League;22;1481;0;1;3;0;7;2;2;1091;8;29
Oliver Norwood;Sheffield United;30;midfield;Northern Ireland;4500000;Premier League;32;2220;0;0;6;0;11;1;1;1712;4;29
Shane Duffy;"Brighton &amp; Hove Albion";29;Defender;Ireland;4500000;Premier League;;;;;;;;;;;;
Luke Ayling;Leeds United;30;Defender;England;4500000;Premier League;38;3399;0;0;7;0;25;6;4;3132;38;67
Theo Walcott;Southampton FC;32;attack;England;4500000;Premier League;21;1618;3;3;0;0;30;11;4;670;20;18
Ashley Westwood;Burnley FC;31;midfield;England;4500000;Premier League;38;3410;3;3;7;0;19;6;5;2379;12;14
Jack Stephens;Southampton FC;27;Defender;England;4500000;Premier League;18;1537;0;0;2;0;6;2;0;1217;3;19
Jack Cork;Burnley FC;32;midfield;England;4500000;Premier League;16;1350;0;0;2;0;5;0;1;626;3;16
Lyanco;Southampton FC;24;Defender;Brazil;4500000;Premier League;23;1959;0;0;8;0;12;3;1;1468;19;11
Jack O'Connell;Sheffield United;27;Defender;England;4500000;Premier League;2;180;0;0;0;0;0;0;0;96;0;1
Alex McCarthy;Southampton FC;31;Goalkeeper;England;4500000;Premier League;30;2700;0;0;2;0;0;0;0;1145;2;0
David Ospina;SSC Napoli;33;Goalkeeper;Colombia;4500000;Serie A;16;1440;0;1;2;0;0;0;1;567;1;0
George Baldock;Sheffield United;28;Defender;England;4500000;Premier League;32;2787;0;2;7;0;13;2;2;1477;23;27
John Fleck;Sheffield United;30;midfield;Scotland;4500000;Premier League;31;2575;0;2;4;0;17;5;3;1451;36;27
Nathaniel Chalobah;Fulham FC;26;midfield;England;4500000;Premier League;;;;;;;;;;;;
Jacob Ramsey;Aston Villa;20;midfield;England;4500000;Premier League;22;626;0;0;0;0;11;1;1;316;9;7
Martin Dubravka;Newcastle;32;Goalkeeper;Slovakia;4500000;Premier League;13;1170;0;0;0;0;0;0;0;471;0;0
Anthony Gordon;Everton FC;20;attack;England;4500000;Premier League;3;88;0;0;0;0;0;0;0;45;3;2
Salomon Rondon;Everton FC;31;attack;Venezuela;4500000;Premier League;;;;;;;;;;;;
Raul Guti;Elche CF;24;midfield;Spain;4500000;La Liga;36;2862;3;1;4;1;27;6;4;1573;45;26
Jeremias Ledesma;Cádiz CF;28;Goalkeeper;Argentina;4500000;La Liga;32;2880;0;0;0;0;0;0;0;1101;2;0
Javier Ontiveros;CA Osasuna;23;attack;Spain;4500000;La Liga;20;918;2;1;5;0;35;9;1;629;42;19
Roberto Torres;CA Osasuna;32;midfield;Spain;4500000;La Liga;35;1894;7;1;0;0;42;9;3;961;24;8
Phil Jones;Manchester United;29;Defender;England;4500000;Premier League;;;;;;;;;;;;
Antonio Puertas;Granada CF;29;attack;Spain;4500000;La Liga;35;2170;3;5;6;0;28;11;7;958;44;17
Seamus Coleman;Everton FC;32;Defender;Ireland;4500000;Premier League;25;1613;0;3;0;0;12;4;5;979;20;26
Pedro;SS Lazio;34;attack;Spain;4500000;Serie A;27;1591;5;2;5;1;42;15;8;843;27;21
Mickael Malsa;Levante UD;25;midfield;Martinique;4500000;La Liga;35;2338;1;0;5;0;25;7;1;1634;20;36
Cenk Tosun;Everton FC;30;attack;Turkey;4500000;Premier League;5;48;0;0;1;0;0;0;1;14;0;0
Dan Burn;"Brighton &amp; Hove Albion";29;Defender;England;4500000;Premier League;27;2061;1;0;5;0;16;6;1;1516;17;22
Daniel Amartey;Leicester City;26;Defender;Ghana;4500000;Premier League;12;722;1;0;3;0;3;1;0;562;1;6
Luke Thomas;Leicester City;20;Defender;England;4500000;Premier League;14;969;1;0;2;0;8;3;3;629;10;8
Hugo Mallo;Celta de Vigo;30;Defender;Spain;4500000;La Liga;31;2602;3;1;8;0;20;11;2;2096;18;37
Aaron Cresswell;West Ham United;31;Defender;England;4500000;Premier League;36;3170;0;8;3;0;19;4;14;2307;6;13
Ruben Blanco;Celta de Vigo;26;Goalkeeper;Spain;4500000;La Liga;19;1637;0;0;0;1;0;0;0;698;0;0
Florian Lejeune;Deportivo Alavés;30;Defender;France;4050000;La Liga;34;3015;1;1;10;0;23;6;3;1802;10;29
Lautaro Valenti;Parma Calcio 1913;22;Defender;Argentina;4050000;Serie A;11;499;0;0;0;0;4;0;0;403;2;5
Leonardo Bittencourt;SV Werder Bremen;27;midfield;Germany;4050000;Bundesliga;27;1514;4;1;3;0;42;10;4;915;18;31
Omar Mascarell;Elche CF;28;midfield;Spain;4050000;La Liga;24;1762;1;1;6;0;10;3;1;1090;14;21
Andrea Conti;AC Milan;27;Defender;Italy;4050000;Serie A;11;809;0;0;3;0;5;2;0;549;2;18
Connor Roberts;Burnley FC;25;Defender;Wales;4050000;Premier League;;;;;;;;;;;;
Milos Veljkovic;SV Werder Bremen;25;Defender;Serbia;4050000;Bundesliga;23;1723;0;0;1;0;4;1;0;1055;0;16
Jonathan Burkardt;1.FSV Mainz 05;21;attack;Germany;4050000;Bundesliga;29;1373;2;0;0;0;32;11;5;647;23;15
Aaron Martin;1.FSV Mainz 05;24;Defender;Spain;4050000;Bundesliga;24;1802;0;3;1;0;7;1;3;1213;20;14
Panagiotis Retsos;Bayer 04 Leverkusen;23;Defender;Greece;4050000;Bundesliga;4;272;0;0;2;0;1;0;0;215;4;3
Renato Steffen;VfL Wolfsburg;29;attack;Switzerland;4050000;Bundesliga;21;1566;5;4;3;0;30;14;8;844;12;15
Simon Sohm;Parma Calcio 1913;20;midfield;Switzerland;4050000;Serie A;18;899;1;0;1;0;5;1;1;509;9;11
Karim Bellarabi;Bayer 04 Leverkusen;31;attack;Germany;4050000;Bundesliga;22;798;0;0;2;0;29;9;1;542;27;12
Jean Lucas;AS Monaco;23;midfield;Brazil;4050000;Ligue 1;24;1183;0;2;5;1;25;5;6;937;28;18
Diego Rico;Real Sociedad;28;Defender;Spain;4050000;La Liga;;;;;;;;;;;;
Gonzalo Melero;Levante UD;27;midfield;Spain;4050000;La Liga;29;1853;7;1;4;0;28;9;4;1239;16;19
Omar Alderete;Valencia CF;24;Defender;Paraguay;4050000;La Liga;17;1299;0;0;2;0;7;2;0;1055;17;13
Asier Villalibre;Athletic Bilbao;23;attack;Spain;4050000;La Liga;35;1589;4;2;1;0;40;15;3;474;6;4
Maxime Busi;Parma Calcio 1913;21;Defender;Belgium;4050000;Serie A;24;1195;0;1;3;0;8;1;2;943;11;12
Sebastian Andersson;1. FC Köln;30;attack;Sweden;4050000;Bundesliga;16;1126;3;0;1;0;39;14;3;393;4;2
Stefano Sturaro;Genoa CFC;28;midfield;Italy;4050000;Serie A;16;868;1;0;6;0;6;2;1;535;3;12
Wahbi Khazri;AS Saint-Étienne;30;attack;Tunisia;4050000;Ligue 1;22;1181;7;1;5;1;29;10;2;583;30;11
Alberto Grassi;Cagliari;26;midfield;Italy;4050000;Serie A;23;1177;0;0;3;0;11;3;0;641;5;13
Opa Nguette;FC Metz;27;attack;Senegal;4050000;Ligue 1;16;1132;3;1;0;0;18;7;3;495;35;13
Romain Del Castillo;Stade Brestois 29;25;attack;France;4050000;Ligue 1;26;652;0;5;2;0;17;5;6;487;18;23
M'Baye Niang;Stade Rennais FC;26;attack;Senegal;4050000;Ligue 1;9;422;1;0;0;0;10;2;0;141;1;2
Max Kilman;Wolverhampton Wanderers;24;Defender;England;4050000;Premier League;18;1310;0;1;4;0;6;2;1;865;3;20
William;VfL Wolfsburg;26;Defender;Brazil;3600000;Bundesliga;8;474;0;0;2;0;5;1;0;326;5;9
Yordan Osorio;Parma Calcio 1913;27;Defender;Venezuela;3600000;Serie A;23;1809;0;0;2;0;8;1;1;1377;16;16
Jaime Mata;Getafe CF;32;attack;Spain;3600000;La Liga;33;2037;5;0;9;1;38;16;3;819;10;10
Marc Albrighton;Leicester City;31;midfield;England;3600000;Premier League;31;1746;1;5;2;0;21;9;11;1145;30;31
Adam Lallana;"Brighton &amp; Hove Albion";33;midfield;England;3600000;Premier League;30;1596;1;1;0;0;22;4;4;1106;15;26
Admir Mehmedi;VfL Wolfsburg;30;attack;Switzerland;3600000;Bundesliga;18;820;0;2;0;0;8;2;3;535;9;12
Jonathan Panzo;Dijon FCO;20;Defender;England;3600000;Ligue 1;22;1801;0;0;5;0;6;2;0;1324;13;17
Augusto Solari;Celta de Vigo;29;attack;Argentina;3600000;La Liga;16;486;2;2;2;0;5;3;2;275;6;13
Victor Laguardia;Deportivo Alavés;31;Defender;Spain;3600000;La Liga;32;2631;0;1;5;1;8;3;2;1332;0;16
Ruben Duarte;Deportivo Alavés;25;Defender;Spain;3600000;La Liga;31;2545;1;1;5;1;12;1;3;1656;5;34
Ronael Pierre-Gabriel;Stade Brestois 29;23;Defender;France;3600000;Ligue 1;29;2305;1;0;4;0;8;2;0;1654;42;38
Joao Moutinho;Wolverhampton Wanderers;34;midfield;Portugal;3600000;Premier League;33;2528;1;1;5;1;15;4;4;2051;10;46
Vitolo;Getafe CF;31;attack;Spain;3600000;La Liga;10;298;0;0;2;0;2;0;2;191;1;3
Dalbert Henrique;Cagliari;27;Defender;Brazil;3600000;Serie A;13;373;0;1;3;0;3;0;1;320;1;4
Silvan Widmer;1.FSV Mainz 05;28;Defender;Switzerland;3600000;Bundesliga;;;;;;;;;;;;
Jordan Ferri;Montpellier HSC;29;midfield;France;3600000;Ligue 1;34;2577;0;3;6;0;4;2;6;1865;16;61
Isaac Lihadji;LOSC Lille;19;attack;France;3600000;Ligue 1;15;196;0;1;0;0;4;2;2;147;10;6
Romano Schmid;SV Werder Bremen;21;midfield;Austria;3600000;Bundesliga;22;1177;0;3;2;0;18;3;7;645;17;20
Niclas Fullkrug;SV Werder Bremen;28;attack;Germany;3600000;Bundesliga;19;877;6;0;1;0;33;15;2;391;12;5
Timo Horn;1. FC Köln;28;Goalkeeper;Germany;3600000;Bundesliga;34;3009;0;0;0;0;0;0;0;1411;3;0
Christian Oliva;Cagliari;25;midfield;Uruguay;3600000;Serie A;19;586;0;3;2;0;2;1;5;339;5;6
